tender_id,tender_title,department,procurement_authority,category,location,state,state_code,district,tender_date,closing_date,award_date,estimated_value,awarded_value,bidder_count,winning_vendor_id,winning_vendor_name,contract_id,contract_duration,expected_completion,actual_completion,completion_delay_days,payment_amount,status,intended_tier
TND-2026-00228,"Installation of High-Mast Solar LED Lighting Systems in Urban Sectors, Meerut",Power & Energy Transmission Board,Uttar Pradesh Power & Energy Transmission Board,Electrical Equipment,"Meerut, Uttar Pradesh",Uttar Pradesh,IN-UP,Meerut,2025-07-31T00:00:00.000Z,2025-08-31T00:00:00.000Z,2025-09-24T00:00:00.000Z,2330790,2313552,4,V-1006,Kavach Security Solutions,CNT-00228,320,2026-08-10T00:00:00.000Z,,0,2117998,In Progress,LOW
TND-2026-00229,"Supply of Heavy Fire-Fighting Water Tender Trucks, Nagpur",Municipal Administration Directorate,Maharashtra Municipal Administration Directorate,Vehicles,"Nagpur, Maharashtra",Maharashtra,IN-MH,Nagpur,2025-12-31T00:00:00.000Z,2026-01-31T00:00:00.000Z,2026-02-28T00:00:00.000Z,3893441,4998896,3,V-1016,Metro Transit Supplies,CNT-00229,295,2026-12-20T00:00:00.000Z,,17,4751602,In Progress,MEDIUM
TND-2026-00230,"Provisioning of Campus Wi-Fi Networking Switches and Access Points, Jorhat",Information Technology & e-Gov Directorate,Assam Information Technology & e-Gov Directorate,IT Equipment,"Jorhat, Assam",Assam,IN-AS,Jorhat,2025-10-20T00:00:00.000Z,2025-11-24T00:00:00.000Z,2025-12-19T00:00:00.000Z,1554742,1486703,5,V-1029,Arth Strategic Solutions,CNT-00230,109,2026-04-07T00:00:00.000Z,,0,1345041,In Progress,LOW
TND-2026-00231,"Comprehensive Annual Maintenance Contract (CAMC) for Hospital Chillers, Cuttack",Health & Family Welfare Directorate,Odisha Health & Family Welfare Directorate,Maintenance Services,"Cuttack, Odisha",Odisha,IN-OR,Cuttack,2025-06-26T00:00:00.000Z,2025-08-07T00:00:00.000Z,2025-09-06T00:00:00.000Z,629412,567480,5,V-1011,Sankalp Facilities Management,CNT-00231,204,2026-03-29T00:00:00.000Z,2026-03-29T00:00:00.000Z,0,549582,Completed,LOW
TND-2026-00232,"Third-Party Quality Assurance & Technical Audit Inspection Services, Prayagraj",Urban Transport Corporation,Uttar Pradesh Urban Transport Corporation,Consulting Services,"Prayagraj, Uttar Pradesh",Uttar Pradesh,IN-UP,Prayagraj,2025-06-06T00:00:00.000Z,2025-07-03T00:00:00.000Z,2025-07-26T00:00:00.000Z,2269455,1946235,5,V-1022,Meridian Consultancy Services,CNT-00232,322,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,0,1775027,Completed,MEDIUM
TND-2026-00233,"Supply of Multipara Cardiac Monitoring Systems for District Hospitals, Visakhapatnam",Health & Family Welfare Directorate,Andhra Pradesh Health & Family Welfare Directorate,Medical Equipment,"Visakhapatnam, Andhra Pradesh",Andhra Pradesh,IN-AP,Visakhapatnam,2025-12-26T00:00:00.000Z,2026-01-30T00:00:00.000Z,2026-02-22T00:00:00.000Z,4854582,4871561,5,V-1004,Pinnacle Medical Supplies,CNT-00233,212,2026-09-22T00:00:00.000Z,,0,4820143,In Progress,LOW
TND-2026-00234,"Preventive Maintenance of HT Substations and Generator Sets, Kalaburagi",Public Works Department,Karnataka Public Works Department,Maintenance Services,"Kalaburagi, Karnataka",Karnataka,IN-KA,Kalaburagi,2026-01-25T00:00:00.000Z,2026-02-28T00:00:00.000Z,2026-03-18T00:00:00.000Z,1469553,1351310,5,V-1025,Sujal Hydraulics & Water Tech,CNT-00234,203,2026-10-07T00:00:00.000Z,,0,1291875,In Progress,LOW
TND-2026-00235,"Supply of Ready Mix Concrete (M-30 Grade) for Infrastructure, Nashik",Public Works Department,Maharashtra Public Works Department,Construction Materials,"Nashik, Maharashtra",Maharashtra,IN-MH,Nashik,2025-05-23T00:00:00.000Z,2025-06-18T00:00:00.000Z,2025-07-02T00:00:00.000Z,3493203,3544691,6,V-1015,CyberShield Systems,CNT-00235,123,2025-11-02T00:00:00.000Z,,0,3266771,In Progress,LOW
TND-2026-00236,"Comprehensive Annual Maintenance Contract (CAMC) for Hospital Chillers, Meerut",Public Works Department,Uttar Pradesh Public Works Department,Maintenance Services,"Meerut, Uttar Pradesh",Uttar Pradesh,IN-UP,Meerut,2025-09-03T00:00:00.000Z,2025-10-03T00:00:00.000Z,2025-11-01T00:00:00.000Z,609749,631362,5,V-1026,Prerna Facility Services,CNT-00236,276,2026-08-04T00:00:00.000Z,2026-08-04T00:00:00.000Z,0,548880,Completed,LOW
TND-2026-00237,"Procurement of High-Performance Desktop Workstations and Peripherals, Kanpur Nagar",Department of School Education,Uttar Pradesh Department of School Education,IT Equipment,"Kanpur Nagar, Uttar Pradesh",Uttar Pradesh,IN-UP,Kanpur Nagar,2025-10-04T00:00:00.000Z,2025-11-04T00:00:00.000Z,2025-11-30T00:00:00.000Z,1361346,1463983,2,V-1035,MedLife BioMedical Systems,CNT-00237,298,2026-09-24T00:00:00.000Z,,40,1324449,In Progress,HIGH
TND-2026-00238,"Underground HT Cable Laying and Ring Main Unit (RMU) Automation, Coimbatore",Power & Energy Transmission Board,Tamil Nadu Power & Energy Transmission Board,Electrical Equipment,"Coimbatore, Tamil Nadu",Tamil Nadu,IN-TN,Coimbatore,2025-07-01T00:00:00.000Z,2025-08-11T00:00:00.000Z,2025-09-05T00:00:00.000Z,1339144,1270357,5,V-1028,Nabh Telecom & Cabling,CNT-00238,336,2026-08-07T00:00:00.000Z,,0,1209094,In Progress,LOW
TND-2026-00239,"Third-Party Quality Assurance & Technical Audit Inspection Services, Jaipur",Urban Transport Corporation,Rajasthan Urban Transport Corporation,Consulting Services,"Jaipur, Rajasthan",Rajasthan,IN-RJ,Jaipur,2025-06-28T00:00:00.000Z,2025-08-05T00:00:00.000Z,2025-08-22T00:00:00.000Z,1870760,1896872,3,V-1019,Chetna Lab Tech,CNT-00239,249,2026-04-28T00:00:00.000Z,,0,1641532,In Progress,LOW
TND-2026-00240,"Provisioning of Campus Wi-Fi Networking Switches and Access Points, Tiruchirappalli",Department of School Education,Tamil Nadu Department of School Education,IT Equipment,"Tiruchirappalli, Tamil Nadu",Tamil Nadu,IN-TN,Tiruchirappalli,2025-09-13T00:00:00.000Z,2025-10-23T00:00:00.000Z,2025-11-22T00:00:00.000Z,2749563,2698887,5,V-1006,Kavach Security Solutions,CNT-00240,234,2026-07-14T00:00:00.000Z,,0,2544460,In Progress,LOW
TND-2026-00241,"Preventive Maintenance of HT Substations and Generator Sets, Thane",Water Resources & Irrigation Dept,Maharashtra Water Resources & Irrigation Dept,Maintenance Services,"Thane, Maharashtra",Maharashtra,IN-MH,Thane,2025-05-17T00:00:00.000Z,2025-07-01T00:00:00.000Z,2025-07-18T00:00:00.000Z,684993,1055731,5,V-1013,Sanjeevani Diagnostic Equipment,CNT-00241,274,2026-04-18T00:00:00.000Z,,32,988522,In Progress,MEDIUM
TND-2026-00242,"Procurement of High-Performance Desktop Workstations and Peripherals, Bikaner",Information Technology & e-Gov Directorate,Rajasthan Information Technology & e-Gov Directorate,IT Equipment,"Bikaner, Rajasthan",Rajasthan,IN-RJ,Bikaner,2025-10-21T00:00:00.000Z,2025-11-13T00:00:00.000Z,2025-12-04T00:00:00.000Z,1598362,1476463,6,V-1042,V-1042 Enterprise Logistics,CNT-00242,365,2026-12-04T00:00:00.000Z,2026-12-04T00:00:00.000Z,0,1476223,Completed,LOW
TND-2026-00243,"Annual Routine Maintenance of Municipal Asphalt Road Corridors, Bhagalpur",Information Technology & e-Gov Directorate,Bihar Information Technology & e-Gov Directorate,Maintenance Services,"Bhagalpur, Bihar",Bihar,IN-BR,Bhagalpur,2025-08-28T00:00:00.000Z,2025-09-26T00:00:00.000Z,2025-10-16T00:00:00.000Z,1158233,1070073,5,V-1042,V-1042 Enterprise Logistics,CNT-00243,182,2026-04-16T00:00:00.000Z,,0,998281,In Progress,LOW
TND-2026-00244,"Preventive Maintenance of HT Substations and Generator Sets, Indore",Power & Energy Transmission Board,Madhya Pradesh Power & Energy Transmission Board,Maintenance Services,"Indore, Madhya Pradesh",Madhya Pradesh,IN-MP,Indore,2025-09-23T00:00:00.000Z,2025-10-21T00:00:00.000Z,2025-11-14T00:00:00.000Z,692178,688681,5,V-1025,Sujal Hydraulics & Water Tech,CNT-00244,332,2026-10-12T00:00:00.000Z,,0,688595,In Progress,LOW
TND-2026-00245,"Project Management Consultancy (PMC) for Smart City Infrastructure, Gaya",Power & Energy Transmission Board,Bihar Power & Energy Transmission Board,Consulting Services,"Gaya, Bihar",Bihar,IN-BR,Gaya,2025-04-19T00:00:00.000Z,2025-05-24T00:00:00.000Z,2025-06-12T00:00:00.000Z,1477008,1376445,3,V-1022,Meridian Consultancy Services,CNT-00245,170,2025-11-29T00:00:00.000Z,,0,1369446,In Progress,LOW
TND-2026-00246,"Supply of Portland Pozzolana Cement (PPC) for Municipal Works, Nashik",Department of School Education,Maharashtra Department of School Education,Construction Materials,"Nashik, Maharashtra",Maharashtra,IN-MH,Nashik,2025-09-14T00:00:00.000Z,2025-10-16T00:00:00.000Z,2025-11-07T00:00:00.000Z,2068695,2086584,6,V-1033,Gitanjali Civil Construction,CNT-00246,198,2026-05-24T00:00:00.000Z,,0,1864475,In Progress,LOW
TND-2026-00247,"Pavement Quality Concrete (PQC) Laying and Junction Improvement, Howrah",Public Works Department,West Bengal Public Works Department,Road & Infrastructure,"Howrah, West Bengal",West Bengal,IN-WB,Howrah,2025-12-23T00:00:00.000Z,2026-01-23T00:00:00.000Z,2026-02-07T00:00:00.000Z,6176311,9390067,3,V-1024,Kaushal Roadways Corp,CNT-00247,321,2026-12-25T00:00:00.000Z,,30,9418678,In Progress,MEDIUM
TND-2026-00248,"Supply of Automated Hematology Cell Analyzers and Centrifuges, Thiruvananthapuram",Health & Family Welfare Directorate,Kerala Health & Family Welfare Directorate,Laboratory Equipment,"Thiruvananthapuram, Kerala",Kerala,IN-KL,Thiruvananthapuram,2025-11-24T00:00:00.000Z,2026-01-06T00:00:00.000Z,2026-01-21T00:00:00.000Z,2663712,3342375,3,V-1011,Sankalp Facilities Management,CNT-00248,352,2027-01-08T00:00:00.000Z,,0,3284504,In Progress,MEDIUM
TND-2026-00249,"Construction of Bituminous Concrete Road with Drainage Culverts, Nizamabad",Public Works Department,Telangana Public Works Department,Road & Infrastructure,"Nizamabad, Telangana",Telangana,IN-TG,Nizamabad,2025-09-04T00:00:00.000Z,2025-09-27T00:00:00.000Z,2025-10-21T00:00:00.000Z,5810174,6253724,6,V-1008,Setu Engineering Works,CNT-00249,131,2026-03-01T00:00:00.000Z,,0,5696437,In Progress,LOW
TND-2026-00250,"Supply of Electric Waste Collection Tipper Vehicles for Municipal Body, Thane",Municipal Administration Directorate,Maharashtra Municipal Administration Directorate,Vehicles,"Thane, Maharashtra",Maharashtra,IN-MH,Thane,2025-08-11T00:00:00.000Z,2025-09-13T00:00:00.000Z,2025-10-08T00:00:00.000Z,4733778,4746989,5,V-1036,Himalaya Road Network Corp,CNT-00250,326,2026-08-30T00:00:00.000Z,,0,3921544,In Progress,LOW
TND-2026-00251,"Preventive Maintenance of HT Substations and Generator Sets, Nagpur",Power & Energy Transmission Board,Maharashtra Power & Energy Transmission Board,Maintenance Services,"Nagpur, Maharashtra",Maharashtra,IN-MH,Nagpur,2025-06-03T00:00:00.000Z,2025-07-18T00:00:00.000Z,2025-08-12T00:00:00.000Z,827268,897766,2,V-1036,Himalaya Road Network Corp,CNT-00251,167,2026-01-26T00:00:00.000Z,,56,822725,In Progress,HIGH
TND-2026-00252,"Supply of Heavy-Duty Document Scanners and Shredders, Bhavnagar",Department of School Education,Gujarat Department of School Education,Office Supplies,"Bhavnagar, Gujarat",Gujarat,IN-GJ,Bhavnagar,2025-08-18T00:00:00.000Z,2025-09-16T00:00:00.000Z,2025-10-04T00:00:00.000Z,644065,598803,6,V-1014,Vanguard Highway Builders,CNT-00252,141,2026-02-22T00:00:00.000Z,,0,567934,In Progress,LOW
TND-2026-00253,"Annual Routine Maintenance of Municipal Asphalt Road Corridors, Tumakuru",Power & Energy Transmission Board,Karnataka Power & Energy Transmission Board,Maintenance Services,"Tumakuru, Karnataka",Karnataka,IN-KA,Tumakuru,2025-10-07T00:00:00.000Z,2025-11-18T00:00:00.000Z,2025-12-16T00:00:00.000Z,1373434,1342386,4,V-1037,Paramount Data Networks,CNT-00253,137,2026-05-02T00:00:00.000Z,,0,1198163,In Progress,LOW
TND-2026-00254,"Procurement of Advanced Life Support (ALS) Ambulance Vehicles, Patiala",Police Housing & Logistics Dept,Punjab Police Housing & Logistics Dept,Vehicles,"Patiala, Punjab",Punjab,IN-PB,Patiala,2025-10-30T00:00:00.000Z,2025-12-05T00:00:00.000Z,2026-01-01T00:00:00.000Z,3893272,3681180,5,V-1009,Drona Advisory Partners,CNT-00254,114,2026-04-25T00:00:00.000Z,,0,3297603,In Progress,LOW
TND-2026-00255,"Supply of Energy Efficient Substation Switchgear and Breakers, Nagpur",Power & Energy Transmission Board,Maharashtra Power & Energy Transmission Board,Electrical Equipment,"Nagpur, Maharashtra",Maharashtra,IN-MH,Nagpur,2025-07-27T00:00:00.000Z,2025-09-10T00:00:00.000Z,2025-10-01T00:00:00.000Z,2294279,2224762,2,V-1012,Pragati Energy Grid Ltd,CNT-00255,270,2026-06-28T00:00:00.000Z,,39,2138427,In Progress,HIGH
TND-2026-00256,"Bulk Supply of Administrative Paper Reams, Toners, and Consumables, Mysuru",Municipal Administration Directorate,Karnataka Municipal Administration Directorate,Office Supplies,"Mysuru, Karnataka",Karnataka,IN-KA,Mysuru,2025-12-06T00:00:00.000Z,2026-01-20T00:00:00.000Z,2026-02-07T00:00:00.000Z,388233,399685,5,V-1016,Metro Transit Supplies,CNT-00256,219,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,0,375301,Completed,LOW
TND-2026-00257,"Provisioning of Campus Wi-Fi Networking Switches and Access Points, Durg",Police Housing & Logistics Dept,Chhattisgarh Police Housing & Logistics Dept,IT Equipment,"Durg, Chhattisgarh",Chhattisgarh,IN-CT,Durg,2025-05-14T00:00:00.000Z,2025-06-07T00:00:00.000Z,2025-06-22T00:00:00.000Z,1702137,1591927,4,V-1042,V-1042 Enterprise Logistics,CNT-00257,316,2026-05-04T00:00:00.000Z,,0,1440111,In Progress,LOW
TND-2026-00258,"Bulk Supply of Administrative Paper Reams, Toners, and Consumables, Thane",Municipal Administration Directorate,Maharashtra Municipal Administration Directorate,Office Supplies,"Thane, Maharashtra",Maharashtra,IN-MH,Thane,2025-11-12T00:00:00.000Z,2025-12-03T00:00:00.000Z,2025-12-20T00:00:00.000Z,729282,741374,5,V-1027,Utkarsh Scientific Apparatus,CNT-00258,191,2026-06-29T00:00:00.000Z,,0,692038,In Progress,LOW
TND-2026-00259,"Annual Routine Maintenance of Municipal Asphalt Road Corridors, Murshidabad",Municipal Administration Directorate,West Bengal Municipal Administration Directorate,Maintenance Services,"Murshidabad, West Bengal",West Bengal,IN-WB,Murshidabad,2025-07-06T00:00:00.000Z,2025-08-02T00:00:00.000Z,2025-08-19T00:00:00.000Z,1057055,1112958,4,V-1026,Prerna Facility Services,CNT-00259,143,2026-01-09T00:00:00.000Z,,0,988769,In Progress,LOW
TND-2026-00260,"Supply of Energy Efficient Substation Switchgear and Breakers, Bilaspur",Power & Energy Transmission Board,Chhattisgarh Power & Energy Transmission Board,Electrical Equipment,"Bilaspur, Chhattisgarh",Chhattisgarh,IN-CT,Bilaspur,2025-04-25T00:00:00.000Z,2025-05-18T00:00:00.000Z,2025-06-07T00:00:00.000Z,1738800,1856321,6,V-1036,Himalaya Road Network Corp,CNT-00260,336,2026-05-09T00:00:00.000Z,,0,1722309,In Progress,LOW
TND-2026-00261,"Supply of High-Strength TMT Reinforcement Steel Bars (Fe-550D), Thiruvananthapuram",Rural Development Authority,Kerala Rural Development Authority,Construction Materials,"Thiruvananthapuram, Kerala",Kerala,IN-KL,Thiruvananthapuram,2025-12-26T00:00:00.000Z,2026-01-26T00:00:00.000Z,2026-02-09T00:00:00.000Z,2359506,2342809,4,V-1039,Brahmaputra Engineering Works,CNT-00261,293,2026-11-29T00:00:00.000Z,2026-11-29T00:00:00.000Z,0,2118606,Completed,LOW
TND-2026-00262,"Maintenance and Operation of Water Treatment and RO Filtration Plants, Tirupati",Public Works Department,Andhra Pradesh Public Works Department,Maintenance Services,"Tirupati, Andhra Pradesh",Andhra Pradesh,IN-AP,Tirupati,2025-04-06T00:00:00.000Z,2025-05-17T00:00:00.000Z,2025-06-15T00:00:00.000Z,841196,1052078,6,V-1011,Sankalp Facilities Management,CNT-00262,182,2025-12-14T00:00:00.000Z,,0,987860,In Progress,MEDIUM
TND-2026-00263,"Procurement of High-Performance Desktop Workstations and Peripherals, Jaipur",Information Technology & e-Gov Directorate,Rajasthan Information Technology & e-Gov Directorate,IT Equipment,"Jaipur, Rajasthan",Rajasthan,IN-RJ,Jaipur,2025-04-13T00:00:00.000Z,2025-05-06T00:00:00.000Z,2025-05-29T00:00:00.000Z,1967152,2042728,5,V-1006,Kavach Security Solutions,CNT-00263,309,2026-04-03T00:00:00.000Z,,0,2008954,In Progress,LOW
TND-2026-00264,"Supply of High-Strength TMT Reinforcement Steel Bars (Fe-550D), Kota",Public Works Department,Rajasthan Public Works Department,Construction Materials,"Kota, Rajasthan",Rajasthan,IN-RJ,Kota,2025-04-29T00:00:00.000Z,2025-05-28T00:00:00.000Z,2025-06-15T00:00:00.000Z,2828372,2721365,5,V-1039,Brahmaputra Engineering Works,CNT-00264,188,2025-12-20T00:00:00.000Z,,0,2562448,In Progress,LOW
TND-2026-00265,"Pavement Quality Concrete (PQC) Laying and Junction Improvement, Ludhiana",Rural Development Authority,Punjab Rural Development Authority,Road & Infrastructure,"Ludhiana, Punjab",Punjab,IN-PB,Ludhiana,2025-04-24T00:00:00.000Z,2025-05-22T00:00:00.000Z,2025-06-15T00:00:00.000Z,6843864,7455825,6,V-1006,Kavach Security Solutions,CNT-00265,130,2025-10-23T00:00:00.000Z,,0,6792670,In Progress,LOW
TND-2026-00266,"Design Engineering and Detailed Project Report (DPR) Preparation, Nashik",Urban Transport Corporation,Maharashtra Urban Transport Corporation,Consulting Services,"Nashik, Maharashtra",Maharashtra,IN-MH,Nashik,2025-12-23T00:00:00.000Z,2026-01-26T00:00:00.000Z,2026-02-16T00:00:00.000Z,1931441,1785845,5,V-1017,Kaveri Civil Infrastructure,CNT-00266,273,2026-11-16T00:00:00.000Z,,0,1619707,In Progress,LOW
TND-2026-00267,"Maintenance and Operation of Water Treatment and RO Filtration Plants, Korba",Water Resources & Irrigation Dept,Chhattisgarh Water Resources & Irrigation Dept,Maintenance Services,"Korba, Chhattisgarh",Chhattisgarh,IN-CT,Korba,2025-07-24T00:00:00.000Z,2025-09-01T00:00:00.000Z,2025-09-25T00:00:00.000Z,793937,769753,3,V-1007,Garuda Fleet Dynamics,CNT-00267,308,2026-07-30T00:00:00.000Z,2026-07-30T00:00:00.000Z,0,783537,Completed,LOW
TND-2026-00268,"Supply of Automated Hematology Cell Analyzers and Centrifuges, Hisar",Health & Family Welfare Directorate,Haryana Health & Family Welfare Directorate,Laboratory Equipment,"Hisar, Haryana",Haryana,IN-HR,Hisar,2025-06-07T00:00:00.000Z,2025-07-12T00:00:00.000Z,2025-08-04T00:00:00.000Z,2842293,2684383,4,V-1037,Paramount Data Networks,CNT-00268,122,2025-12-04T00:00:00.000Z,,0,2379676,In Progress,LOW
TND-2026-00269,"Supply of High-Strength TMT Reinforcement Steel Bars (Fe-550D), Mysuru",Public Works Department,Karnataka Public Works Department,Construction Materials,"Mysuru, Karnataka",Karnataka,IN-KA,Mysuru,2026-01-05T00:00:00.000Z,2026-02-11T00:00:00.000Z,2026-03-07T00:00:00.000Z,3358879,3534085,4,V-1019,Chetna Lab Tech,CNT-00269,253,2026-11-15T00:00:00.000Z,,0,3184039,In Progress,MEDIUM
TND-2026-00270,"Supply of Heavy-Duty Document Scanners and Shredders, New Delhi",Department of School Education,Delhi Department of School Education,Office Supplies,"New Delhi, Delhi",Delhi,IN-DL,New Delhi,2026-01-17T00:00:00.000Z,2026-03-02T00:00:00.000Z,2026-03-24T00:00:00.000Z,331321,545116,3,V-1000,Alpha Tech Solutions,CNT-00270,333,2027-02-20T00:00:00.000Z,,0,532296,In Progress,MEDIUM
TND-2026-00271,"Procurement of Advanced Life Support (ALS) Ambulance Vehicles, Gorakhpur",Police Housing & Logistics Dept,Uttar Pradesh Police Housing & Logistics Dept,Vehicles,"Gorakhpur, Uttar Pradesh",Uttar Pradesh,IN-UP,Gorakhpur,2025-04-26T00:00:00.000Z,2025-06-06T00:00:00.000Z,2025-07-02T00:00:00.000Z,5842792,5911120,3,V-1002,Zenith Power Systems,CNT-00271,177,2025-12-26T00:00:00.000Z,,0,5785265,In Progress,LOW
TND-2026-00272,"Provisioning of Campus Wi-Fi Networking Switches and Access Points, Thane",Police Housing & Logistics Dept,Maharashtra Police Housing & Logistics Dept,IT Equipment,"Thane, Maharashtra",Maharashtra,IN-MH,Thane,2025-06-21T00:00:00.000Z,2025-07-24T00:00:00.000Z,2025-08-19T00:00:00.000Z,1341313,1323010,5,V-1037,Paramount Data Networks,CNT-00272,324,2026-07-09T00:00:00.000Z,,0,1221762,In Progress,LOW
TND-2026-00273,"Supply of Multipara Cardiac Monitoring Systems for District Hospitals, Murshidabad",Health & Family Welfare Directorate,West Bengal Health & Family Welfare Directorate,Medical Equipment,"Murshidabad, West Bengal",West Bengal,IN-WB,Murshidabad,2025-08-26T00:00:00.000Z,2025-09-21T00:00:00.000Z,2025-10-08T00:00:00.000Z,2817968,2682914,4,V-1024,Kaushal Roadways Corp,CNT-00273,361,2026-10-04T00:00:00.000Z,,0,2599554,In Progress,LOW
TND-2026-00274,"Preventive Maintenance of HT Substations and Generator Sets, Belagavi",Public Works Department,Karnataka Public Works Department,Maintenance Services,"Belagavi, Karnataka",Karnataka,IN-KA,Belagavi,2025-09-19T00:00:00.000Z,2025-11-02T00:00:00.000Z,2025-11-16T00:00:00.000Z,853850,1113560,5,V-1014,Vanguard Highway Builders,CNT-00274,288,2026-08-31T00:00:00.000Z,,0,972319,In Progress,MEDIUM
TND-2026-00275,"Bulk Procurement of Structural Steel Sections and Tubular Poles, Lucknow",Public Works Department,Uttar Pradesh Public Works Department,Construction Materials,"Lucknow, Uttar Pradesh",Uttar Pradesh,IN-UP,Lucknow,2025-09-17T00:00:00.000Z,2025-10-12T00:00:00.000Z,2025-11-08T00:00:00.000Z,3002551,3706859,6,V-1032,Tricolor Paper & Stationery,CNT-00275,223,2026-06-19T00:00:00.000Z,,0,3497686,In Progress,MEDIUM
TND-2026-00276,"Maintenance and Operation of Water Treatment and RO Filtration Plants, Korba",Power & Energy Transmission Board,Chhattisgarh Power & Energy Transmission Board,Maintenance Services,"Korba, Chhattisgarh",Chhattisgarh,IN-CT,Korba,2025-10-08T00:00:00.000Z,2025-11-14T00:00:00.000Z,2025-12-08T00:00:00.000Z,803397,1163339,3,V-1034,Suryodaya Clean Energy,CNT-00276,291,2026-09-25T00:00:00.000Z,,0,1086092,In Progress,HIGH
TND-2026-00277,"Bulk Supply of Administrative Paper Reams, Toners, and Consumables, Hyderabad",Rural Development Authority,Telangana Rural Development Authority,Office Supplies,"Hyderabad, Telangana",Telangana,IN-TG,Hyderabad,2025-10-07T00:00:00.000Z,2025-11-16T00:00:00.000Z,2025-12-13T00:00:00.000Z,450948,627804,6,V-1022,Meridian Consultancy Services,CNT-00277,205,2026-07-06T00:00:00.000Z,,13,569823,In Progress,HIGH
TND-2026-00278,"Comprehensive Annual Maintenance Contract (CAMC) for Hospital Chillers, Mumbai",Information Technology & e-Gov Directorate,Maharashtra Information Technology & e-Gov Directorate,Maintenance Services,"Mumbai, Maharashtra",Maharashtra,IN-MH,Mumbai,2025-09-06T00:00:00.000Z,2025-10-05T00:00:00.000Z,2025-11-04T00:00:00.000Z,627202,602916,5,V-1042,V-1042 Enterprise Logistics,CNT-00278,344,2026-10-14T00:00:00.000Z,,0,572511,In Progress,LOW
TND-2026-00279,"Supply of Automated Hematology Cell Analyzers and Centrifuges, Jorhat",Health & Family Welfare Directorate,Assam Health & Family Welfare Directorate,Laboratory Equipment,"Jorhat, Assam",Assam,IN-AS,Jorhat,2026-01-13T00:00:00.000Z,2026-02-26T00:00:00.000Z,2026-03-27T00:00:00.000Z,3659581,3318777,2,V-1003,Bharat Instruments Corp,CNT-00279,346,2027-03-08T00:00:00.000Z,2027-03-08T00:00:00.000Z,0,3239939,Completed,LOW
TND-2026-00280,"Design Engineering and Detailed Project Report (DPR) Preparation, Warangal",Urban Transport Corporation,Telangana Urban Transport Corporation,Consulting Services,"Warangal, Telangana",Telangana,IN-TG,Warangal,2025-10-03T00:00:00.000Z,2025-11-07T00:00:00.000Z,2025-11-30T00:00:00.000Z,2319829,2062145,3,V-1011,Sankalp Facilities Management,CNT-00280,129,2026-04-08T00:00:00.000Z,,0,1969115,In Progress,LOW
TND-2026-00281,"Maintenance and Operation of Water Treatment and RO Filtration Plants, Rajkot",Urban Transport Corporation,Gujarat Urban Transport Corporation,Maintenance Services,"Rajkot, Gujarat",Gujarat,IN-GJ,Rajkot,2025-04-24T00:00:00.000Z,2025-05-31T00:00:00.000Z,2025-06-17T00:00:00.000Z,954887,1061489,6,V-1011,Sankalp Facilities Management,CNT-00281,221,2026-01-24T00:00:00.000Z,,0,1070570,In Progress,MEDIUM
TND-2026-00282,"Comprehensive Annual Maintenance Contract (CAMC) for Hospital Chillers, Bhagalpur",Urban Transport Corporation,Bihar Urban Transport Corporation,Maintenance Services,"Bhagalpur, Bihar",Bihar,IN-BR,Bhagalpur,2025-07-07T00:00:00.000Z,2025-08-11T00:00:00.000Z,2025-09-09T00:00:00.000Z,798449,1132656,6,V-1011,Sankalp Facilities Management,CNT-00282,194,2026-03-22T00:00:00.000Z,,0,1041228,In Progress,MEDIUM
TND-2026-00283,"Annual Rate Contract for Secretariat Stationery and Printing Items, Kolkata",Department of School Education,West Bengal Department of School Education,Office Supplies,"Kolkata, West Bengal",West Bengal,IN-WB,Kolkata,2025-12-30T00:00:00.000Z,2026-02-04T00:00:00.000Z,2026-03-06T00:00:00.000Z,505101,473472,8,V-3091,V-3091 Civil Consortium,CNT-00283,206,2026-09-28T00:00:00.000Z,2026-09-28T00:00:00.000Z,0,412127,Completed,LOW
TND-2026-00284,"Provisioning of Campus Wi-Fi Networking Switches and Access Points, Ujjain",Information Technology & e-Gov Directorate,Madhya Pradesh Information Technology & e-Gov Directorate,IT Equipment,"Ujjain, Madhya Pradesh",Madhya Pradesh,IN-MP,Ujjain,2025-09-01T00:00:00.000Z,2025-10-07T00:00:00.000Z,2025-10-25T00:00:00.000Z,1992343,1936643,3,V-1015,CyberShield Systems,CNT-00284,117,2026-02-19T00:00:00.000Z,2026-02-19T00:00:00.000Z,0,1918555,Completed,LOW
TND-2026-00285,"Supply of Ready Mix Concrete (M-30 Grade) for Infrastructure, Belagavi",Police Housing & Logistics Dept,Karnataka Police Housing & Logistics Dept,Construction Materials,"Belagavi, Karnataka",Karnataka,IN-KA,Belagavi,2025-08-12T00:00:00.000Z,2025-09-20T00:00:00.000Z,2025-10-10T00:00:00.000Z,3209080,3082287,8,V-1010,Nirman Materials Consortium,CNT-00285,214,2026-05-12T00:00:00.000Z,,0,2646061,In Progress,LOW
